"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Sep 02 15:46:40 CST 2025","Tue Sep 02 15:46:47 CST 2025","7451","test_vps","test_vpsMasOrder_money_scene","TestVPSMasOrder_money_scene","","","数据库校验-策略平仓-修改净值","
    ### 用例说明
    - 前置条件：有vps策略和vps跟单
    - 操作步骤：
      1. 有三个账号，分别修改三个账号：固定手数 品种 净值比例
      2. 进行开仓
      3. 判断三个账号的手数是否正确
      4. 进行平仓
      5. 判断三个账号的手数是否正确
    - 预期结果：三个账号的手数正确
    "
"passed","Tue Sep 02 15:45:22 CST 2025","Tue Sep 02 15:45:23 CST 2025","1179","test_vps","test_vpsMasOrder_money_scene","TestVPSMasOrder_money_scene","","","跟单软件看板-VPS数据-策略平仓","
    ### 用例说明
    - 前置条件：有vps策略和vps跟单
    - 操作步骤：
      1. 有三个账号，分别修改三个账号的后缀.@ .p .min
      2. 进行开仓
      3. 判断三个账号的币种手数是否正确
      4. 进行平仓
      5. 判断三个账号的币种手数是否正确
    - 预期结果：三个账号的币种手数正确
    "
"passed","Tue Sep 02 15:44:54 CST 2025","Tue Sep 02 15:45:05 CST 2025","10749","test_vps","test_vpsMasOrder_money_scene","TestVPSMasOrder_money_scene","","","数据库校验-策略开仓-修改币种@","
    ### 用例说明
    - 前置条件：有vps策略和vps跟单
    - 操作步骤：
      1. 有三个账号，分别修改三个账号的后缀.@ .p .min
      2. 进行开仓
      3. 判断三个账号的币种手数是否正确
      4. 进行平仓
      5. 判断三个账号的币种手数是否正确
    - 预期结果：三个账号的币种手数正确
    "
"passed","Tue Sep 02 15:44:52 CST 2025","Tue Sep 02 15:44:53 CST 2025","1250","test_vps","test_vpsMasOrder_money_scene","TestVPSMasOrder_money_scene","","","跟单软件看板-VPS数据-策略开仓","
    ### 用例说明
    - 前置条件：有vps策略和vps跟单
    - 操作步骤：
      1. 有三个账号，分别修改三个账号的后缀.@ .p .min
      2. 进行开仓
      3. 判断三个账号的币种手数是否正确
      4. 进行平仓
      5. 判断三个账号的币种手数是否正确
    - 预期结果：三个账号的币种手数正确
    "
"passed","Tue Sep 02 15:45:35 CST 2025","Tue Sep 02 15:45:42 CST 2025","7714","test_vps","test_vpsMasOrder_money_scene","TestVPSMasOrder_money_scene","","","数据库校验-策略平仓-修改币种p","
    ### 用例说明
    - 前置条件：有vps策略和vps跟单
    - 操作步骤：
      1. 有三个账号，分别修改三个账号的后缀.@ .p .min
      2. 进行开仓
      3. 判断三个账号的币种手数是否正确
      4. 进行平仓
      5. 判断三个账号的币种手数是否正确
    - 预期结果：三个账号的币种手数正确
    "
"passed","Tue Sep 02 15:44:45 CST 2025","Tue Sep 02 15:44:46 CST 2025","1168","test_vps","test_vpsMasOrder_money_scene","TestVPSMasOrder_money_scene","","","账号管理-账号列表-修改用户","
    ### 用例说明
    - 前置条件：有vps策略和vps跟单
    - 操作步骤：
      1. 有三个账号，分别修改三个账号的后缀.@ .p .min
      2. 进行开仓
      3. 判断三个账号的币种手数是否正确
      4. 进行平仓
      5. 判断三个账号的币种手数是否正确
    - 预期结果：三个账号的币种手数正确
    "
"passed","Tue Sep 02 15:45:05 CST 2025","Tue Sep 02 15:45:13 CST 2025","7615","test_vps","test_vpsMasOrder_money_scene","TestVPSMasOrder_money_scene","","","数据库校验-策略开仓-修改币种p","
    ### 用例说明
    - 前置条件：有vps策略和vps跟单
    - 操作步骤：
      1. 有三个账号，分别修改三个账号的后缀.@ .p .min
      2. 进行开仓
      3. 判断三个账号的币种手数是否正确
      4. 进行平仓
      5. 判断三个账号的币种手数是否正确
    - 预期结果：三个账号的币种手数正确
    "
"passed","Tue Sep 02 15:46:32 CST 2025","Tue Sep 02 15:46:39 CST 2025","7393","test_vps","test_vpsMasOrder_money_scene","TestVPSMasOrder_money_scene","","","数据库校验-策略平仓-跟单账号修改品种","
    ### 用例说明
    - 前置条件：有vps策略和vps跟单
    - 操作步骤：
      1. 有三个账号，分别修改三个账号：固定手数 品种 净值比例
      2. 进行开仓
      3. 判断三个账号的手数是否正确
      4. 进行平仓
      5. 判断三个账号的手数是否正确
    - 预期结果：三个账号的手数正确
    "
"passed","Tue Sep 02 15:45:52 CST 2025","Tue Sep 02 15:45:54 CST 2025","1234","test_vps","test_vpsMasOrder_money_scene","TestVPSMasOrder_money_scene","","","跟单软件看板-VPS数据-策略开仓","
    ### 用例说明
    - 前置条件：有vps策略和vps跟单
    - 操作步骤：
      1. 有三个账号，分别修改三个账号：固定手数 品种 净值比例
      2. 进行开仓
      3. 判断三个账号的手数是否正确
      4. 进行平仓
      5. 判断三个账号的手数是否正确
    - 预期结果：三个账号的手数正确
    "
"passed","Tue Sep 02 15:44:46 CST 2025","Tue Sep 02 15:44:51 CST 2025","4320","test_vps","test_vpsMasOrder_money_scene","TestVPSMasOrder_money_scene","","","数据库校验-账号列表-修改用户是否成功","
    ### 用例说明
    - 前置条件：有vps策略和vps跟单
    - 操作步骤：
      1. 有三个账号，分别修改三个账号的后缀.@ .p .min
      2. 进行开仓
      3. 判断三个账号的币种手数是否正确
      4. 进行平仓
      5. 判断三个账号的币种手数是否正确
    - 预期结果：三个账号的币种手数正确
    "
